,year,date,title,author,bibcode,pub,cite_count
429,2021,2021-11-01 00:00:00+00:00,TESSreduce: transient focused TESS data reduction pipeline,"Ridden-Harper, R",2021arXiv211115006R,arXiv e-prints,5
430,2021,2021-11-01 00:00:00+00:00,Critical Analysis of Tess Transit Photometric Data: Improved Physical Properties for Five Exoplanets,"Saha, S",2021AJ....162..221S,The Astronomical Journal,8
431,2021,2021-11-01 00:00:00+00:00,No Transits of Proxima Centauri planets in high cadence TESS data,"Gilbert, E",2021FrASS...8..190G,Frontiers in Astronomy and Space Sciences,5
432,2021,2021-11-01 00:00:00+00:00,The intermediate polar cataclysmic variable GK Persei 120 years after the nova explosion: a first dynamical mass study,"Alvarez-Hernandez, A",2021MNRAS.507.5805A,Monthly Notices of the Royal Astronomical Society,7
433,2021,2021-11-01 00:00:00+00:00,Three K2 Campaigns Yield Rotation Periods for 1013 Stars in Praesepe,"Rampalli, R",2021ApJ...921..167R,The Astrophysical Journal,16
434,2021,2021-11-01 00:00:00+00:00,Pulsating hydrogen-deficient white dwarfs and pre-white dwarfs observed with TESS. II. Discovery of two new GW Vir stars: TIC 333432673 and TIC 095332541,"Uzundag, M",2021A&A...655A..27U,Astronomy and Astrophysics,7
435,2021,2021-11-01 00:00:00+00:00,The Rise and Fall of the Eclipsing Binary HS Hydrae,"Davenport, J",2021AJ....162..189D,The Astronomical Journal,4
436,2021,2021-11-01 00:00:00+00:00,TESS Detection of Rotation in the A1V Star α Lacertae,"Kawaler, S",2021RNAAS...5..258K,Research Notes of the American Astronomical Society,1
437,2021,2021-11-01 00:00:00+00:00,Discovery of a young pre-intermediate polar,"Wilson, D",2021MNRAS.508..561W,Monthly Notices of the Royal Astronomical Society,5
438,2021,2021-10-01 00:00:00+00:00,"Asteroseismology of overmassive, undermassive, and potential past members of the open cluster NGC 6791","Brogaard, K",2021MNRAS.507..496B,Monthly Notices of the Royal Astronomical Society,9
439,2021,2021-10-01 00:00:00+00:00,Closed-form ab initio solutions of geometric albedos and reflected light phase curves of exoplanets,"Heng, K",2021NatAs...5.1001H,Nature Astronomy,14
440,2021,2021-10-01 00:00:00+00:00,Pulsational instability of pre-main-sequence models from accreting protostars. I. Constraining the input physics for accretion with spectroscopic parameters and stellar pulsations,"Steindl, T",2021A&A...654A..36S,Astronomy and Astrophysics,14
441,2021,2021-10-01 00:00:00+00:00,"Giant Outer Transiting Exoplanet Mass (GOT 'EM) Survey. II. Discovery of a Failed Hot Jupiter on a 2.7 Yr, Highly Eccentric Orbit","Dalba, P",2021AJ....162..154D,The Astronomical Journal,11
442,2021,2021-10-01 00:00:00+00:00,TESS Data for Asteroseismology: Photometry,"Handberg, R",2021AJ....162..170H,The Astronomical Journal,14
443,2021,2021-10-01 00:00:00+00:00,Giant white-light flares on fully convective stars occur at high latitudes,"Ilin, E",2021MNRAS.507.1723I,Monthly Notices of the Royal Astronomical Society,17
444,2021,2021-10-01 00:00:00+00:00,TOI-532b: The Habitable-zone Planet Finder confirms a Large Super Neptune in the Neptune Desert orbiting a metal-rich M-dwarf host,"Kanodia, S",2021AJ....162..135K,The Astronomical Journal,14
445,2021,2021-10-01 00:00:00+00:00,The Magellan-TESS Survey. I. Survey Description and Midsurvey Results,"Teske, J",2021ApJS..256...33T,The Astrophysical Journal Supplement Series,21
446,2021,2021-10-01 00:00:00+00:00,Rescuing Unrecognized Exoplanet Candidates in Kepler Data,"Bryson, S",2021PASP..133j4401B,Publications of the Astronomical Society of the Pacific,0
447,2021,2021-10-01 00:00:00+00:00,Optimization applied to selected exoplanets,"Ng, S",2021JApA...42..110N,Journal of Astrophysics and Astronomy,1
448,2021,2021-10-01 00:00:00+00:00,Binary central stars of planetary nebulae identified with Kepler/K2,"Jacoby, G",2021MNRAS.506.5223J,Monthly Notices of the Royal Astronomical Society,14
449,2021,2021-10-01 00:00:00+00:00,Masses and compositions of three small planets orbiting the nearby M dwarf L231-32 (TOI-270) and the M dwarf radius valley,"Van Eylen, V",2021MNRAS.507.2154V,Monthly Notices of the Royal Astronomical Society,51
450,2021,2021-10-01 00:00:00+00:00,HD 183579b: a warm sub-Neptune transiting a solar twin detected by TESS,"Gan, T",2021MNRAS.507.2220G,Monthly Notices of the Royal Astronomical Society,4
451,2021,2021-10-01 00:00:00+00:00,Two Bright M Dwarfs Hosting Ultra-Short-Period Super-Earths with Earth-like Compositions,"Hirano, T",2021AJ....162..161H,The Astronomical Journal,18
452,2021,2021-09-01 00:00:00+00:00,Refined Ephemeris for Four Hot Jupiters Using Ground-Based and TESS Observations,"Davoudi, F",2021AstL...47..638D,Astronomy Letters,1
453,2021,2021-09-01 00:00:00+00:00,Measuring the density structure of an accretion hot spot,"Espaillat, C",2021Natur.597...41E,Nature,8
454,2021,2021-09-01 00:00:00+00:00,Linearized Field Deblending: Point-spread Function Photometry for Impatient Astronomers,"Hedges, C",2021AJ....162..107H,The Astronomical Journal,4
455,2021,2021-09-01 00:00:00+00:00,TOI-1296b and TOI-1298b observed with TESS and SOPHIE: two hot Saturn-mass exoplanets with different densities around metal-rich stars,"Moutou, C",2021A&A...653A.147M,Astronomy and Astrophysics,4
456,2021,2021-09-01 00:00:00+00:00,A large sub-Neptune transiting the thick-disk M4 V TOI-2406,"Wells, R",2021A&A...653A..97W,Astronomy and Astrophysics,18
457,2021,2021-09-01 00:00:00+00:00,Characterizing the morphology of the debris disk around the low-mass star GSC 07396-00759,"Adam, C",2021A&A...653A..88A,Astronomy and Astrophysics,8
458,2021,2021-09-01 00:00:00+00:00,Seeking Echoes of Circumstellar Disks in Kepler Light Curves,"Bromley, B",2021AJ....162...98B,The Astronomical Journal,0
459,2021,2021-09-01 00:00:00+00:00,Eclipsing Binaries Found by the EREBOS Project: Gaia DR2 6097540197980557440-a Deeply Eclipsing sdB+dM System,"Corcoran, K",2021ApJ...918...28C,The Astrophysical Journal,8
460,2021,2021-09-01 00:00:00+00:00,Background Short-period Eclipsing Binaries in the Original Kepler Field,"Bienias, J",2021ApJS..256...11B,The Astrophysical Journal Supplement Series,6
461,2021,2021-09-01 00:00:00+00:00,The TESS View of LOFAR Radio-emitting Stars,"Pope, B",2021ApJ...919L..10P,The Astrophysical Journal,7
462,2021,2021-09-01 00:00:00+00:00,New eclipsing binaries with mercury-manganese stars,"Kochukhov, O",2021MNRAS.506L..40K,Monthly Notices of the Royal Astronomical Society,5
463,2021,2021-09-01 00:00:00+00:00,Directly Determined Properties of HD 97658 from Interferometric Observations,"Ellis, T",2021AJ....162..118E,The Astronomical Journal,8
464,2021,2021-09-01 00:00:00+00:00,Ground-based Transmission Spectroscopy with VLT FORS2: Evidence for Faculae and Clouds in the Optical Spectrum of the Warm Saturn WASP-110b,"Nikolov, N",2021AJ....162...88N,The Astronomical Journal,6
465,2021,2021-09-01 00:00:00+00:00,Long-period Jovian Tilts the Orbits of Two sub-Neptunes Relative to Stellar Spin Axis in Kepler-129,"Zhang, J",2021AJ....162...89Z,The Astronomical Journal,8
466,2021,2021-09-01 00:00:00+00:00,TOI-674b: An oasis in the desert of exo-Neptunes transiting a nearby M dwarf,"Murgas, F",2021A&A...653A..60M,Astronomy and Astrophysics,22
467,2021,2021-09-01 00:00:00+00:00,Flares Big and Small: a K2 and TESS View of ASAS-SN Superflares,"Zeldes, J",2021arXiv210904501Z,arXiv e-prints,3
468,2021,2021-09-01 00:00:00+00:00,Searching for Small Circumbinary Planets. I. The STANLEY Automated Algorithm and No New Planets in Existing Systems,"Martin, D",2021AJ....162...84M,The Astronomical Journal,15
469,2021,2021-09-01 00:00:00+00:00,The Habitable-zone Planet Finder Detects a Terrestrial-mass Planet Candidate Closely Orbiting Gliese 1151: The Likely Source of Coherent Low-frequency Radio Emission from an Inactive Star,"Mahadevan, S",2021ApJ...919L...9M,The Astrophysical Journal,17
470,2021,2021-08-01 00:00:00+00:00,Finding flares in Kepler and TESS data with recurrent deep neural networks,"Vida, K",2021A&A...652A.107V,Astronomy and Astrophysics,10
471,2021,2021-08-01 00:00:00+00:00,The Changing Lightcurve of the Double-mode RR Lyrae Variable Star V338 Boo,"Carrell, K",2021ApJ...916L..12C,The Astrophysical Journal,2
472,2021,2021-08-01 00:00:00+00:00,"Quasi-periodic Oscillations in the TESS Light Curve of TX Col, a Diskless Intermediate Polar on the Precipice of Forming an Accretion Disk","Littlefield, C",2021AJ....162...49L,The Astronomical Journal,13
473,2021,2021-08-01 00:00:00+00:00,Age-dating Red Giant Stars Associated with Galactic Disk and Halo Substructures,"Grunblatt, S",2021ApJ...916...88G,The Astrophysical Journal,17
474,2021,2021-08-01 00:00:00+00:00,Ultra-short-period Planets in K2. III. Neighbors are Common with 13 New Multiplanet Systems and 10 Newly Validated Planets in Campaigns 0-8 and 10,"Adams, E",2021PSJ.....2..152A,The Planetary Science Journal,12
475,2021,2021-08-01 00:00:00+00:00,The Second Discovery from the COCONUTS Program: A Cold Wide-orbit Exoplanet around a Young Field M Dwarf at 10.9 pc,"Zhang, Z",2021ApJ...916L..11Z,The Astrophysical Journal,14
476,2021,2021-08-01 00:00:00+00:00,Hot planets around cool stars - two short-period mini-Neptunes transiting the late K-dwarf TOI-1260,"Georgieva, I",2021MNRAS.505.4684G,Monthly Notices of the Royal Astronomical Society,9
477,2021,2021-08-01 00:00:00+00:00,"TOI-2076 and TOI-1807: Two Young, Comoving Planetary Systems within 50 pc Identified by TESS that are Ideal Candidates for Further Follow Up","Hedges, C",2021AJ....162...54H,The Astronomical Journal,21
478,2021,2021-08-01 00:00:00+00:00,"TIC 454140642: A Compact, Coplanar, Quadruple-lined Quadruple Star System Consisting of Two Eclipsing Binaries","Kostov, V",2021ApJ...917...93K,The Astrophysical Journal,18
479,2021,2021-08-01 00:00:00+00:00,Hunt for extremely eccentric eclipsing binaries,"Zasche, P",2021A&A...652A..81Z,Astronomy and Astrophysics,6
480,2021,2021-07-01 00:00:00+00:00,Warm Jupiters in TESS Full-frame Images: A Catalog and Observed Eccentricity Distribution for Year 1,"Dong, J",2021ApJS..255....6D,The Astrophysical Journal Supplement Series,18
481,2021,2021-07-01 00:00:00+00:00,Characterization of 92 southern TESS candidate planet hosts and a new photometric [Fe/H] relation for cool dwarfs,"Rains, A",2021MNRAS.504.5788R,Monthly Notices of the Royal Astronomical Society,13
482,2021,2021-07-01 00:00:00+00:00,The Timeseries Integrated Knowledge Engine (TIKE): cloud-based user interface for analysis of TESS mission data,"Snyder, G",2021tsc2.confE..83S,Posters from the TESS Science Conference II (TSC2),0
483,2021,2021-07-01 00:00:00+00:00,Rotational Velocities of Am and Non-chemical-peculiar Stars Based on Kepler and LAMOST DR5,"Qin, L",2021AJ....162...32Q,The Astronomical Journal,3
484,2021,2021-07-01 00:00:00+00:00,A CHEOPS white dwarf transit search,"Morris, B",2021A&A...651L..12M,Astronomy and Astrophysics,6
485,2021,2021-07-01 00:00:00+00:00,TESS Full Frame Image Search for White Dwarf Exoplanets,"Aloisi, R",2021tsc2.confE.119A,Posters from the TESS Science Conference II (TSC2),0
486,2021,2021-07-01 00:00:00+00:00,pySYD: Automated Measurements of Global Asteroseismic Parameters,"Chontos, A",2021tsc2.confE.189C,Posters from the TESS Science Conference II (TSC2),0
487,2021,2021-07-01 00:00:00+00:00,Orbital and sub-orbital period determination of the candidate high-mass X-ray binary HD 3191,"Marti, J",2021A&A...651A...1M,Astronomy and Astrophysics,1
488,2021,2021-07-01 00:00:00+00:00,Background Short Period Kepler Eclipsing Binaries,"Bienias, J",2021arXiv210704488B,arXiv e-prints,0
489,2021,2021-07-01 00:00:00+00:00,TESSreduce: transient focused TESS data reduction,"Ridden-Harper, R",2021tsc2.confE.188R,Posters from the TESS Science Conference II (TSC2),0
490,2021,2021-07-01 00:00:00+00:00,Characterizing Variability in Bright Metallic-Line A (Am) Stars Using Data from the NASA TESS Spacecraft,"Guzik, J",2021arXiv210709479G,arXiv e-prints,1
491,2021,2021-07-01 00:00:00+00:00,EDEN: Flare Activity of the Nearby Exoplanet-hosting M Dwarf Wolf 359 Based on K2 and EDEN Light Curves,"Lin, C",2021AJ....162...11L,The Astronomical Journal,5
492,2021,2021-07-01 00:00:00+00:00,Pulsating hydrogen-deficient white dwarfs and pre-white dwarfs observed with TESS - Discovery of two new GW Vir stars: TIC333432673 and TIC095332541,"Uzundag, M",2021tsc2.confE..46U,Posters from the TESS Science Conference II (TSC2),0
493,2021,2021-07-01 00:00:00+00:00,Recovery of TESS Stellar Rotation Periods with Deep Learning,"Claytor, Z",2021tsc2.confE.120C,Posters from the TESS Science Conference II (TSC2),0
494,2021,2021-07-01 00:00:00+00:00,Relations between the asteroseismic indices and stellar parameters of δ Scuti stars for two years of TESS mission,"Hasanzadeh, A",2021MNRAS.505.1476H,Monthly Notices of the Royal Astronomical Society,12
495,2021,2021-07-01 00:00:00+00:00,Asteroseismic analysis of variable hot subdwarf stars observed with TESS. I. The mean g-mode period spacings in hot subdwarf B stars,"Uzundag, M",2021A&A...651A.121U,Astronomy and Astrophysics,9
496,2021,2021-07-01 00:00:00+00:00,BO Ari Light Curve Analysis using Ground-Based and TESS Data,"Poro, A",2021NewA...8601571P,New Astronomy,3
497,2021,2021-07-01 00:00:00+00:00,HAT-P-58b-HAT-P-64b: Seven Planets Transiting Bright Stars,"Bakos, G",2021AJ....162....7B,The Astronomical Journal,5
498,2021,2021-06-01 00:00:00+00:00,An ultra-short-period transiting super-Earth orbiting the M3 dwarf TOI-1685,"Bluhm, P",2021A&A...650A..78B,Astronomy and Astrophysics,24
499,2021,2021-06-01 00:00:00+00:00,TOI-269 b: an eccentric sub-Neptune transiting a M2 dwarf revisited with ExTrA,"Cointepas, M",2021A&A...650A.145C,Astronomy and Astrophysics,12
500,2021,2021-06-01 00:00:00+00:00,Kepler K2 Measurement of the Rotational Period of the Intermediate Polar 1RXS J180431.1-273932,"Sanne, S",2021RNAAS...5..132S,Research Notes of the American Astronomical Society,1
501,2021,2021-06-01 00:00:00+00:00,Transit detection of the long-period volatile-rich super-Earth ν<SUP>2</SUP> Lupi d with CHEOPS,"Delrez, L",2021NatAs...5..775D,Nature Astronomy,42
502,2021,2021-06-01 00:00:00+00:00,The Tarantula Massive Binary Monitoring. V. R 144: a wind-eclipsing binary with a total mass ≳140 M<SUB>⊙</SUB>,"Shenar, T",2021A&A...650A.147S,Astronomy and Astrophysics,15
503,2021,2021-06-01 00:00:00+00:00,Identifying Planetary Transit Candidates in TESS Full-frame Image Light Curves via Convolutional Neural Networks,"Olmschenk, G",2021AJ....161..273O,The Astronomical Journal,13
504,2021,2021-06-01 00:00:00+00:00,The elephant in the open-access room,"Helbig, P",2021Obs...141..133H,The Observatory,0
505,2021,2021-06-01 00:00:00+00:00,Searching for new solar twins: The Inti survey for the Northern Sky,"Yana Galarza, J",2021MNRAS.504.1873Y,Monthly Notices of the Royal Astronomical Society,10
506,2021,2021-06-01 00:00:00+00:00,Rediscussion of eclipsing binaries. Paper 4: The evolved O-type system AN Camelopardalis,"Southworth, J",2021Obs...141..122S,The Observatory,6
507,2021,2021-06-01 00:00:00+00:00,8.9 hr Rotation in the Partly Burnt Runaway Stellar Remnant LP 40-365 (GD 492),"Hermes, J",2021ApJ...914L...3H,The Astrophysical Journal,5
508,2021,2021-05-01 00:00:00+00:00,Temperature and Distance Dependence of Tidal Circularization in Close Binaries: A Catalog of Eclipsing Binaries in the Southern Hemisphere Observed by the TESS Satellite,"Justesen, A",2021ApJ...912..123J,The Astrophysical Journal,21
509,2021,2021-05-01 00:00:00+00:00,Revisiting the Kepler field with TESS: Improved ephemerides using TESS 2 min data,"Battley, M",2021MNRAS.503.4092B,Monthly Notices of the Royal Astronomical Society,9
510,2021,2021-05-01 00:00:00+00:00,A one-armed CNN for exoplanet detection from light curves,"Visser, K",2021arXiv210506292V,arXiv e-prints,2
511,2021,2021-05-01 00:00:00+00:00,Age and helium content of the open cluster NGC 6791 from multiple eclipsing binary members. III. Constraints from a subgiant,"Brogaard, K",2021A&A...649A.178B,Astronomy and Astrophysics,4
512,2021,2021-05-01 00:00:00+00:00,The First Photometric Investigation and Spectroscopic Analysis of Two Contact Binaries: ASAS J124343+1531.7 and LINEAR 2323566,"Xia, Q",2021PASP..133e4202X,Publications of the Astronomical Society of the Pacific,3
513,2021,2021-05-01 00:00:00+00:00,Tracking the Evolution of Lithium in Giants Using Asteroseismology: Super-Li-rich Stars Are Almost Exclusively Young Red-clump Stars,"Singh, R",2021ApJ...913L...4S,The Astrophysical Journal,16
514,2021,2021-05-01 00:00:00+00:00,Phase curve and variability analysis of WASP-12b using TESS photometry,"Owens, N",2021MNRAS.503L..38O,Monthly Notices of the Royal Astronomical Society,8
515,2021,2021-05-01 00:00:00+00:00,A test of the planet-star unipolar inductor for magnetic white dwarfs,"Walters, N",2021MNRAS.503.3743W,Monthly Notices of the Royal Astronomical Society,6
516,2021,2021-05-01 00:00:00+00:00,A search for variable subdwarf B stars in TESS Full Frame Images - II. Variable objects in the northern ecliptic hemisphere,"Baran, A",2021MNRAS.503.3828B,Monthly Notices of the Royal Astronomical Society,12
517,2021,2021-05-01 00:00:00+00:00,A study of the global magnetic activity of the star Kepler-17 using light curve inversion with bipartite regularization,"Luo, T",2021RAA....21...89L,Research in Astronomy and Astrophysics,0
518,2021,2021-05-01 00:00:00+00:00,Mass and density of the transiting hot and rocky super-Earth LHS 1478 b (TOI-1640 b),"Soto, M",2021A&A...649A.144S,Astronomy and Astrophysics,14
519,2021,2021-04-01 00:00:00+00:00,GRB 191016A: A Long Gamma-Ray Burst Detected by TESS,"Smith, K",2021ApJ...911...43S,The Astrophysical Journal,6
520,2021,2021-04-01 00:00:00+00:00,Evidence that short-period AM CVn systems are diverse in outburst behaviour,"Duffy, C",2021MNRAS.502.4953D,Monthly Notices of the Royal Astronomical Society,12
521,2021,2021-04-01 00:00:00+00:00,Orbital misalignment of the super-Earth π Men c with the spin of its star,"Kunovac Hodzic, V",2021MNRAS.502.2893K,Monthly Notices of the Royal Astronomical Society,29
522,2021,2021-04-01 00:00:00+00:00,TIC 168789840: A Sextuply Eclipsing Sextuple Star System,"Powell, B",2021AJ....161..162P,The Astronomical Journal,26
523,2021,2021-04-01 00:00:00+00:00,Nigraha: Machine-learning-based pipeline to identify and evaluate planet candidates from TESS,"Rao, S",2021MNRAS.502.2845R,Monthly Notices of the Royal Astronomical Society,7
524,2021,2021-04-01 00:00:00+00:00,TESS Hunt for Young and Maturing Exoplanets (THYME). V. A Sub-Neptune Transiting a Young Star in a Newly Discovered 250 Myr Association,"Tofflemire, B",2021AJ....161..171T,The Astronomical Journal,29
525,2021,2021-04-01 00:00:00+00:00,Discovery of an Extremely Short Duration Flare from Proxima Centauri Using Millimeter through Far-ultraviolet Observations,"MacGregor, M",2021ApJ...911L..25M,The Astrophysical Journal,29
526,2021,2021-04-01 00:00:00+00:00,A precise asteroseismic age and metallicity for HD 139614: a pre-main-sequence star with a protoplanetary disc in Upper Centaurus-Lupus,"Murphy, S",2021MNRAS.502.1633M,Monthly Notices of the Royal Astronomical Society,37
527,2021,2021-04-01 00:00:00+00:00,Stellar flares from blended and neighbouring stars in Kepler short cadence observations,"Jackman, J",2021MNRAS.502.2033J,Monthly Notices of the Royal Astronomical Society,12
528,2021,2021-04-01 00:00:00+00:00,Low-frequency monitoring of flare star binary CR Draconis: long-term electron-cyclotron maser emission,"Callingham, J",2021A&A...648A..13C,Astronomy and Astrophysics,16
529,2021,2021-04-01 00:00:00+00:00,A photospheric and chromospheric activity analysis of the quiescent retrograde-planet host ν Octantis A,"Ramm, D",2021MNRAS.502.2793R,Monthly Notices of the Royal Astronomical Society,0
530,2021,2021-04-01 00:00:00+00:00,Red noise and pulsations in evolved massive stars,"Naze, Y",2021MNRAS.502.5038N,Monthly Notices of the Royal Astronomical Society,12
531,2021,2021-04-01 00:00:00+00:00,Prospects for Galactic and stellar astrophysics with asteroseismology of giant stars in the TESS continuous viewing zones and beyond,"Mackereth, J",2021MNRAS.502.1947M,Monthly Notices of the Royal Astronomical Society,22
532,2021,2021-03-01 00:00:00+00:00,"Mysterious, variable, and extremely hot: White dwarfs showing ultra-high excitation lines. I. Photometric variability","Reindl, N",2021A&A...647A.184R,Astronomy and Astrophysics,4
533,2021,2021-03-01 00:00:00+00:00,Massive heartbeat stars from TESS. I. TESS sectors 1-16,"Kolaczek-Szymanski, P",2021A&A...647A..12K,Astronomy and Astrophysics,24
534,2021,2021-03-01 00:00:00+00:00,An unusually low density ultra-short period super-Earth and three mini-Neptunes around the old star TOI-561,"Lacedelli, G",2021MNRAS.501.4148L,Monthly Notices of the Royal Astronomical Society,27
535,2021,2021-03-01 00:00:00+00:00,New X-ray detections of known Wolf-Rayet stars,"Naze, Y",2021MNRAS.501.4214N,Monthly Notices of the Royal Astronomical Society,5
536,2021,2021-03-01 00:00:00+00:00,Orbital solutions derived from radial velocities and time delays for four Kepler systems with A/F-type (candidate) hybrid pulsators,"Lampens, P",2021A&A...647A.139L,Astronomy and Astrophysics,0
537,2021,2021-03-01 00:00:00+00:00,TESS Observations of Cepheid Stars: First Light Results,"Plachy, E",2021ApJS..253...11P,The Astrophysical Journal Supplement Series,29
538,2021,2021-03-01 00:00:00+00:00,Metastable Helium Reveals an Extended Atmosphere for the Gas Giant HAT-P-18b,"Paragas, K",2021ApJ...909L..10P,The Astrophysical Journal,28
539,2021,2021-02-01 00:00:00+00:00,"TESS Discovery of a Super-Earth and Three Sub-Neptunes Hosted by the Bright, Sun-like Star HD 108236","Daylan, T",2021AJ....161...85D,The Astronomical Journal,14
540,2021,2021-02-01 00:00:00+00:00,TOI-811b and TOI-852b: New Transiting Brown Dwarfs with Similar Masses and Very Different Radii and Ages from the TESS Mission,"Carmichael, T",2021AJ....161...97C,The Astronomical Journal,26
541,2021,2021-02-01 00:00:00+00:00,The TESS-Keck Survey. II. An Ultra-short-period Rocky Planet and Its Siblings Transiting the Galactic Thick-disk Star TOI-561,"Weiss, L",2021AJ....161...56W,The Astronomical Journal,27
542,2021,2021-02-01 00:00:00+00:00,A backward-spinning star with two coplanar planets,"Hjorth, M",2021PNAS..11817418H,Proceedings of the National Academy of Science,24
543,2021,2021-02-01 00:00:00+00:00,Multiwavelength Photometry Derived from Monochromatic Kepler Data,"Hedges, C",2021AJ....161...95H,The Astronomical Journal,3
544,2021,2021-02-01 00:00:00+00:00,PBjam: A Python Package for Automating Asteroseismology of Solar-like Oscillators,"Nielsen, M",2021AJ....161...62N,The Astronomical Journal,16
545,2021,2021-01-01 00:00:00+00:00,SPECULOOS: Ultracool dwarf transit survey. Target list and strategy,"Sebastian, D",2021A&A...645A.100S,Astronomy and Astrophysics,39
546,2021,2021-01-01 00:00:00+00:00,Vetting of 384 TESS Objects of Interest with TRICERATOPS and Statistical Validation of 12 Planet Candidates,"Giacalone, S",2021AJ....161...24G,The Astronomical Journal,59
547,2021,2021-01-01 00:00:00+00:00,Science Extraction from TESS Observations of Known Exoplanet Hosts,"Kane, S",2021PASP..133a4402K,Publications of the Astronomical Society of the Pacific,16
548,2021,2021-01-01 00:00:00+00:00,"Flares in open clusters with K2. II. Pleiades, Hyades, Praesepe, Ruprecht 147, and M 67","Ilin, E",2021A&A...645A..42I,Astronomy and Astrophysics,25
549,2021,2021-01-01 00:00:00+00:00,TOI 122b and TOI 237b: Two Small Warm Planets Orbiting Inactive M Dwarfs Found by TESS,"Waalkes, W",2021AJ....161...13W,The Astronomical Journal,9
550,2021,2021-01-01 00:00:00+00:00,"VizieR Online Data Catalog: K2 &amp; TESS Synergy. I. Parameters &amp; LC, 4 stars (Ikwut-Ukwa+, 2020)","Ikwut-Ukwa, M",2021yCat..51600209I,VizieR Online Data Catalog,0
551,2021,2021-01-01 00:00:00+00:00,Tidally perturbed pulsations in the pre-main sequence δ Scuti binary RS Cha,"Steindl, T",2021A&A...645A.119S,Astronomy and Astrophysics,21
552,2021,2021-01-01 00:00:00+00:00,Similar but different: the varied landscape of Onfp/Oef stars variability,"Rauw, G",2021MNRAS.500.2096R,Monthly Notices of the Royal Astronomical Society,5
553,2021,2021-01-01 00:00:00+00:00,Persistence of flare-driven atmospheric chemistry on rocky habitable zone worlds,"Chen, H",2021NatAs...5..298C,Nature Astronomy,45
554,2021,2021-01-01 00:00:00+00:00,An enhanced slope in the transmission spectrum of the hot Jupiter WASP-104b,"Chen, G",2021MNRAS.500.5420C,Monthly Notices of the Royal Astronomical Society,14
555,2021,2021-01-01 00:00:00+00:00,V772 Cas: an ellipsoidal HgMn star in an eclipsing binary,"Kochukhov, O",2021MNRAS.500.2577K,Monthly Notices of the Royal Astronomical Society,6
556,2021,2021-01-01 00:00:00+00:00,Two Young Planetary Systems around Field Stars with Ages between 20 and 320 Myr from TESS,"Zhou, G",2021AJ....161....2Z,The Astronomical Journal,37
557,2021,2021-01-01 00:00:00+00:00,Asteroseismology of the heartbeat star KIC 5006817,"Merc, J",2021CoSka..51...45M,Contributions of the Astronomical Observatory Skalnate Pleso,6
558,2020,2020-12-01 00:00:00+00:00,The CARMENES search for exoplanets around M dwarfs. LP 714-47 b (TOI 442.01): populating the Neptune desert,"Dreizler, S",2020A&A...644A.127D,Astronomy and Astrophysics,26
559,2020,2020-12-01 00:00:00+00:00,An Unusual Transmission Spectrum for the Sub-Saturn KELT-11b Suggestive of a Subsolar Water Abundance,"Colon, K",2020AJ....160..280C,The Astronomical Journal,23
560,2020,2020-12-01 00:00:00+00:00,The discovery of lambda Bootis stars - the Southern Survey II,"Murphy, S",2020MNRAS.499.2701M,Monthly Notices of the Royal Astronomical Society,6
561,2020,2020-12-01 00:00:00+00:00,The nature of the symbiotic candidate 2MASS J07363415+6538548 in the field of NGC 2403,"Merc, J",2020MNRAS.499.2116M,Monthly Notices of the Royal Astronomical Society,6
562,2020,2020-12-01 00:00:00+00:00,A Highly Eccentric Warm Jupiter Orbiting TIC 237913194,"Schlecker, M",2020AJ....160..275S,The Astronomical Journal,15
563,2020,2020-12-01 00:00:00+00:00,A Mini-Neptune and a Radius Valley Planet Orbiting the Nearby M2 Dwarf TOI-1266 in Its Venus Zone: Validation with the Habitable-zone Planet Finder,"Stefansson, G",2020AJ....160..259S,The Astronomical Journal,11
564,2020,2020-12-01 00:00:00+00:00,"An extreme-mass ratio, short-period eclipsing binary consisting of a B dwarf primary and a pre-main-sequence M star companion discovered by KELT","Stevens, D",2020MNRAS.499.3775S,Monthly Notices of the Royal Astronomical Society,4
565,2020,2020-12-01 00:00:00+00:00,Periodic brightening of Kepler light curves: investigating the possibility of forward scattering due to dust clouds,"van Kooten, M",2020MNRAS.499.2817V,Monthly Notices of the Royal Astronomical Society,2
566,2020,2020-12-01 00:00:00+00:00,A search for variable subdwarf B stars in TESS full frame images - I. Variable objects in the southern ecliptic hemisphere,"Sahoo, S",2020MNRAS.499.5508S,Monthly Notices of the Royal Astronomical Society,18
567,2020,2020-12-01 00:00:00+00:00,An Asymmetric Eclipse Seen toward the Pre-main-sequence Binary System V928 Tau,"van Dam, D",2020AJ....160..285V,The Astronomical Journal,4
568,2020,2020-12-01 00:00:00+00:00,Exploring Trans-Neptunian Space with TESS: A Targeted Shift-stacking Search for Planet Nine and Distant TNOs in the Galactic Plane,"Rice, M",2020PSJ.....1...81R,The Planetary Science Journal,10
569,2020,2020-12-01 00:00:00+00:00,Systematics-insensitive Periodogram for Finding Periods in TESS Observations of Long-period Rotators,"Hedges, C",2020RNAAS...4..220H,Research Notes of the American Astronomical Society,13
570,2020,2020-11-01 00:00:00+00:00,"The K2 and TESS Synergy. I. Updated Ephemerides and Parameters for K2-114, K2-167, K2-237, and K2-261","Ikwut-Ukwa, M",2020AJ....160..209I,The Astronomical Journal,15
